Tweets;polaridad
Use el plural por tu socio que desperdicia su inteligencia extraordinaria en programas ridículas ... una pena realmente tanto extremismo...;NEGATIVO
O sea q usted LO ADMITE,si, quieren poder matar gente, empezando por los indeseados,sin q nadie diga nada,el mismo argumento q los hdp mas grandes de las historia.acepte lo q es,no se engañe a si mismo q al resto no lo engaña.xlo menos dejara de ser un hipocrita.;NEGATIVO
O sea q usted LO ADMITE,si, quieren poder matar gente, empezando por los indeseados,sin q nadie diga nada,el mismo argumento q los hdp mas grandes de las historia.acepte lo q es,no se engañe a si mismo q al resto no lo engaña.xlo menos dejara de ser un hipocrita.;NEGATIVO
Con usted hasta la muerte @zurdoinutil;NEGATIVO
Usted, una señora con la misma edad de mi madre, 93 años, que proviene de una familia de trabajadores aunque luego haya pegado un braguetazo, no tiene vergüenza de postular a un hijo de un facineroso y mafioso calabrés como Macri?.. Me da pena verdaderamente... https://twitter.com/mirthalegrand/status/1158060092241133569 …;NEGATIVO
Usted es FERNANDEZ, verdad? FERNANDEZ algún parentesco con la Doña? Con el Alberto? Con Aníbal? Con conchasecca Ofelia? DEMASIADOS FERNANDEZ TODS PRESS 219;NEGATIVO
Usted es muy tierna pic.twitter.com/YUuutH5rVU;POSITIVO
Usted tire su voto y deje que el resto lo haga de acuerdo a sus convicciones;NEGATIVO
Ustedes c piensan qe cris y fernández van a dar luz verde al aborto? NO SEAN TAN INGENUOS La mierda qe gane le vamos a tener qe romper todos los vidrios a la casa d gobierno pork el poder lo tiene el pueblo;NEGATIVO
Ustedes son el CÁNCER de Argentina. Esta es la Última oportunidad que tenemos de erradicar todo rastro de Peronismo / K / Socialismo del País y arrancar de una buena vez. Sino, al TACHO. No voten a esta LACRA.;NEGATIVO
Ustedes SON DE CUARTA...PERONCHOS LADRONES.... #NoVuelvenMas #YoVotoFuturo;NEGATIVO
Ustedes SON DE CUARTA...PERONCHOS LADRONES.... #NoVuelvenMas #YoVotoFuturo;NEGATIVO
Ustedes son los delincuentes y chorros armados. nosotros no. A otro con el verso de que la aman.;NEGATIVO
Ustedes y los K, son la misma mierda del mismo pozo septico. Chupate esa Gil de novena.;NEGATIVO
Ustedes y los K, son la misma mierda del mismo pozo septico. Chupate esa Gil de novena.;NEGATIVO
Con ustedes no hay futuro corruptos;NEGATIVO
Ustedes no votan Chorros. Los adoptan.;NEGATIVO
Ustedes NO VUELVEN MÁS CORRUPTOS Kpic.twitter.com/9nzDGDbxcZ;NEGATIVO
Ustedes NO VUELVEN MÁS CORRUPTOS Kpic.twitter.com/9nzDGDbxcZ;NEGATIVO
Ustedes NO VUELVEN MÁS CORRUPTOS Kpic.twitter.com/9nzDGDbxcZ;NEGATIVO
"Y ustedes ya se pelearon hoy con su gorila preferide porque ""con Macri estamos mal pero a esa chorracorruptahijadeputadfggh no la voto ni en pedo""?";NEGATIVO
A ustedes les queda poco tiempo pelotudos,no van a a seguir mintiendo más manga de putos;NEGATIVO
A ustedes les queda poco tiempo pelotudos,no van a a seguir mintiendo más manga de putos;NEGATIVO
y ustedes quieren votar a macri manga de idiotas https://twitter.com/C5N/status/1109783247385288704 …;NEGATIVO
Ustedes saben que yo soy todo menos macrista, pero no me queda tan claro que el 2x1 a los genocidas sea de ellos. Hace falta separar CSJN de gobierno. Si sé que la mayoría de los soretes apologistas de la dictadura y anti-DDHH votan a Macri, y por algo es, pero ese es otro tema.;NEGATIVO
Nada! Ustedes Sigan poniendo videos de Macri y de Vidal para “ridiculizarlos”!;NEGATIVO
Ustedes los peronchos...ya están hundidos...no salen a flote nunca más. No sé preocupe, Pichetto les va a tirar un salvavidas...si aceptan el Cambio. Lo mismo, usted ya tendría que ir a llevar a la plaza a sus nietos;NEGATIVO
@De USTEDES LACRA MAFIOSA hay qué desconfiar hasta cuando dicen BUENOS DIAS.HAY QUÉ MIRAR EL CIELO SI ES VERDAD!!!!!!!;NEGATIVO
@De USTEDES LACRA MAFIOSA hay qué desconfiar hasta cuando dicen BUENOS DIAS.HAY QUÉ MIRAR EL CIELO SI ES VERDAD!!!!!!!;NEGATIVO
Ustedes son idiotas útiles del kirchnerismo ellos regalan un poco para que la gente se ponga contenta mientras sus dirigentes se llenan los bolsillos siempre fue igual desde Perón hasta Kirchner y Cristina;NEGATIVO
ustedes son pelotudos o van a votar a del caño solo por el meme?;NEGATIVO
A ustedes lo único que los une es el CINISMO y que antes se cansaron de despotricar contra la CHORRA y ahora se vendieron. #NSB #DefensoresDelCambio #JuntosSomosImparables #MacriTeVuelvoAElegirpic.twitter.com/9ypRn3XJ1C;NEGATIVO
Y ustedes con ella tienen que usar pañales descartables, porque además de corrupta, delincuente y otras hierbas tiene esa prensa;NEGATIVO
Estamos con ustedes vamos a ganar y sacar la basura que dejó macri;NEGATIVO
Ustedes me ven muy tranquila pero en mi mente estoy cantando RESISTIMO EN LOS 90 VOLVIMO EN EL 2003 Y CON FERNÁNDEZ FERNÁNDEZ VOLVEREMOS OTRA VEZ;POSITIVO
Como es usual, se acercan las PASO y Twitter estalla de tanta política, que Macri arruinó esto, que los K dejaron el país hecho mierda, pero nadie habla del verdadero héroe de esta nación https://youtu.be/SRATfPuSRwY;NEGATIVO
Usuarios falsos, trolls y bots, twitearon frases q' terminaron ridiculizando a Macri.. sientase libre d Mauricio, no se relaje, te elijo, mayor caricia de Hurlingham...cambiemos no se hace cargo del desastre económico..menos del call center... ¿desesperados? #BombaDeTiempopic.twitter.com/UePKEwrSgB;NEGATIVO
Uuuy q bobo este pibe,y q bien le vendría un correctivo. Ignorante;NEGATIVO
Uy Dios cuando van a entender que kirchner y macri son la misma mierda la puta que los parió, los primeros crearon el caos y el segundo lo profundizo. https://twitter.com/gabiccabrera/status/1159450932222078976 …;NEGATIVO
Uy, con la lluvia salieron los pelotudos a ver dónde se está inundando para critcar a Macri (nada inundando como lo de J B Justo). Ojalá se hubiesen fijado cuándo se inundaba La Plata, los campos, las provincias, etc. Nos hubiéramos ahorrado plata, vida y tiempo.;NEGATIVO
me: v0ten bien ustedes: ... me: ... ustedes: jajjs espert presidente aguante dEsperTar aguante la patria me: la puta q te pario;NEGATIVO
Q se va aanimar #macrisis terrible cagon @mauriciomacri al. Igual al q no gano ni oara gobernador en su provincia @MiguelPichetto #pichoto;NEGATIVO
Y con que los va a alimentar los Fernández ? Con la que te pagan a vos para hablar boludez es seguro no.;NEGATIVO
Se va para arriba en realidad;AMBIGUO
Y también va a contar que fue asesora de un diputado nacional radical?? Que por ese motivo ataca a @alferdez ?? No tiene cara.;NEGATIVO
"""Reprimir? Muertos. Te vas de una patada en el ogt al día de asumir"" Y quien te va a echar? Sindicalistas? Esos mafioso? Presos de una Nadie los manda a romper todo";NEGATIVO
Se va a fundir pobre carnicero;NEGATIVO
COMO QUE VA GANANDO MACRI ¿DONDE DEJARON EL CEREBRO? MANGA DE IGNORANTES. https://twitter.com/santibacigalup/status/1159999303974359041 …;NEGATIVO
Que va a hacer con los grandes ñoquis, los empresarios subsidiados, mete cepos y monopolistas amigos de los políticos?;NEGATIVO
Como va a husar chaleco si ella es la jefa de la banda los que asesinan estan de su lado ,pedazo de estupido .;NEGATIVO
Te va a ir bien.. cuando Macri y su runfla se vayan, vas a poder lanzarte vos, o algún otro pelotudo de teclado, como lider del pro! Tomalo por ese lado..;NEGATIVO
COMO VA A IR GANANDO MACRI ÑA RECOCNHA FE LA LORA SON MOGOLICOS USTEDES???? pic.twitter.com/qTdXc7n7uY;NEGATIVO
La va a poner MACRI. USTEDES PAGARÁN LA DEUDA!!!! LADRONES;NEGATIVO
lo que va a robar del caño con los votos por esa canción de mierda no tiene nombre;NEGATIVO
Va a seguir Macri. Deja de ser un periodista felpudo de los chorros.!! Nosotros vamos por la republica!!!;NEGATIVO
Mucho va de una tertulia (virtual o no) a un evento electoral, los procesos electorales cargan toda la discusión en pro del objetivo, distorsionando los principios, los medios y los fines. German muestra una ingenuidad anacrónica luchando a lo quijote contra eso.;NEGATIVO
Mucho va de una tertulia (virtual o no) a un evento electoral, los procesos electorales cargan toda la discusión en pro del objetivo, distorsionando los principios, los medios y los fines. German muestra una ingenuidad anacrónica luchando a lo quijote contra eso.;NEGATIVO
Te va cagar;NEGATIVO
El que va a votar a macri me puede chupar bien la pija, las bolas, el culo y el sorete llevárselo de regalo;NEGATIVO
El más vago y arrogante de los candidatos se atreve a pedir aborto, #NoFueLey y no lo será el zurdaje es el cáncer de este país.;NEGATIVO
Estos vagos d mierda es lo q creo el gobierno d la chorra N1 @CFKArgentina y quieren volver. PERO #NOVUELVENMAS;NEGATIVO
Vai dietro la lavagna, sei in punizione!;AMBIGUO
Vai dietro la lavagna, zuccone.;AMBIGUO
@juansolervalls a mi me vale madres por quien votes, pero aquí te dejo este cartel de tu patria herida por políticos corruptos, macri es sangre https://twitter.com/abrahamendieta/status/1159910740876120064 …;NEGATIVO
Valentín le puso canguro a la canción porque ponerle macri la concha de tu madre era muy fuerte;NEGATIVO
Para que se valla Macri, y toda su mierda!!;NEGATIVO
vallan hacerse culia los 4;NEGATIVO
vallan hacerse culia los 4;NEGATIVO
Sin vallas, una multitud se hizo presente en el Monumento a la Bandera en Rosario, a escuchar, a emocionarse y a ver a los Fernández-Fernández. Mucha fe y mucha esperanza! Se siente, se siente, Alberto Presidente!! pic.twitter.com/N5CLPvb2Fy;POSITIVO
"Por la ""CONSERVACIÓN"" de los Valores Morales Tradicionales y Naturales, dentro de Nuestra Sociedad, ""SANAMENTE, Y CON PATRIOTISMO ...""";AMBIGUO
"Por la ""CONSERVACIÓN"" de los Valores Morales Tradicionales y Naturales, dentro de Nuestra Sociedad, ""SANAMENTE, Y CON PATRIOTISMO ...""";AMBIGUO
Vamo @NicolasdelCano mañana es tu día rey vamos a hacer historia;POSITIVO
Vamo Macri que puta;NEGATIVO
Vamos;POSITIVO
VAMOS ES CON TODOS....VAMOS A VOLVER...Y SEREMOS MEJORES....Y LOS ARGENTINOS VOLVEREMOS A VIVIR SIN REPRECION Y SIN TANTO ODIO;POSITIVO
te vamos a acompañar Nico tranquilo jajajajajaj;POSITIVO
Vamos con todo aguante el FIT UNiDAD;POSITIVO
Vamos anti peronistas!! A ponerle el voto al peronista pichetto. Jejejejej incoherentes. Idiotas!;NEGATIVO
Vamos Argentina #JuntosPorElCambio pic.twitter.com/q8BUeL1QZj;POSITIVO
Vamos Argentina #JuntosSomosImparables #JuntosPorElCambio https://twitter.com/mauriciomacri/status/1157755689487491072 …;POSITIVO
Vamos Argentina, sigamos apostando al cambio. @PinedoFederico @sergiobergman @pabloclusellas @rquattromano @cristianritondo @mariuvidal @mauriciomacri #YoLoVoto #YoVotoMM #JuntosSomosImparables https://twitter.com/vdluna/status/1159614118812405761/video/1 …pic.twitter.com/ePrp5NFMZE;POSITIVO
Vamos Argentina! Viva la patria!! #JuntosPorElCambio https://twitter.com/mauriciomacri/status/1157755689487491072 …;POSITIVO
Vamos Argentina.sigamos cambiando;POSITIVO
Vamos Argentinos! A reconstruir el País que nos merecemos! Macri! Boleta Completa! En defensa de la República y contra la impunidad de los korruptos !;POSITIVO
Vamos por más camarada!!!;POSITIVO
Vamos con los candidatos y candidatas de los trabajadores ! @Fte_Izquierda https://twitter.com/cami_barba/status/1159842838927953920 …;POSITIVO
Vamos carajo que volvemos!!! #AlbertoYCristina #AlbertoPresidente #VotoPorTodospic.twitter.com/UeqcLyv6Pr;POSITIVO
"@FerEspinozaOK vamos Chizito, si se puede, ya lo dijo @alferdez ""vamos a pagar prolongaciones peneanas para todos y todas con La Plata de las Leliq"" Es el fin de los pijacorta como vos!!! #NoVuelvenMaspic.twitter.com/WSUInAMvaE";NEGATIVO
Vamos a encontrar mucho boludo que por hacerse el que no quiere ni macri, ni fernandez van a votar a lavagna. (Criatura estupida) Voy a robar de-ene-iiss!;NEGATIVO
Vamos Euge. Ademas de bonita, tenés toda la inteligenica p seguir adelante;POSITIVO
Le vamos a exigir al Presidente @mauriciomacri que en el próximo período devuelva toda la basura a su lugar (no hablo de gente que viene a trabajar y cumplir con sus obligaciones de ciudadano), y vamos a ver que pasa con Bolivia, Paraguay, Colombia, bueno, de Venezuela ni hablar;NEGATIVO
Le vamos a exigir al Presidente @mauriciomacri que en el próximo período devuelva toda la basura a su lugar (no hablo de gente que viene a trabajar y cumplir con sus obligaciones de ciudadano), y vamos a ver que pasa con Bolivia, Paraguay, Colombia, bueno, de Venezuela ni hablar;NEGATIVO
vamos el Frente de izquierda unidad ! El Nicolas del Caño siempre del lado de lxs trabajadores las mujeres y la juventud pic.twitter.com/4ePGYDCSGh;POSITIVO
Vamos a ganar!!!!!;POSITIVO
Vamos gente todos sabemos q macri es un inutil pero los chorros vendepatria #NoVuelvenNuncaMas;NEGATIVO
VAMOS CON LA IZQUIERDA QUE SE UNE!!! Arranca la veda electoral y con les pibis nos quedamos aguantando los trapos en el paredón de escalada. #SomosLaJS #MST #FitUnidad — en Remedios De Escalada https://www.facebook.com/100003468396457/posts/2163869383738654/ …;POSITIVO
VAMOS CON LA IZQUIERDA QUE SE UNE!!! VAMOS CON NICO DEL CAÑO!!! @NicolasdelCano #YoVotoFITunidadpic.twitter.com/Jm4fOBfH8Q;POSITIVO
Vamos José!!! Vamos!!!!;POSITIVO
Vamos Mabel, el Pueblo Tucumano te acompaña en estas elecciones! Sabemos que seras nuestra voz en el congreso defendiendo nuestros derechos! #MabelAlCongreso;POSITIVO
Vamos Matanceros!!! Hay un Futuro Mejor!!! Si Se Puede!!!! #JuntosPorElCambio;POSITIVO
vamos mauri que mañana enterramos a la chorra!!!!!;NEGATIVO
vamos mauri que mañana enterramos a la chorra!!!!!;NEGATIVO
Vamos Mayra, vamos Quilmes. FRENTE DE TODS;POSITIVO
Vamos Myriam! Mí voto siempre a la izquierda! Necesitamos tu voz para que las cosas de verdad empiecen a cambiar!!;POSITIVO
Te vamos a necesitar más que nunca. Si gana Macri es un nuevo comienzo y una nueva lucha porque todavía la peste no se va a extinguir y más si son derrotados van a ir con todo y contra todos y vos sos nuestra fuerza y nuestro apoyo para combatirlos definitivamente.;NEGATIVO
Te vamos a necesitar más que nunca. Si gana Macri es un nuevo comienzo y una nueva lucha porque todavía la peste no se va a extinguir y más si son derrotados van a ir con todo y contra todos y vos sos nuestra fuerza y nuestro apoyo para combatirlos definitivamente.;NEGATIVO
Vamos nene !;POSITIVO
VAMOS QUE PODEMOS PRESI!!!!;POSITIVO
Vamos a poner de pie el pais, vamos a unir a los Argentinos y lo haremos de la mano de @RLavagna y @UrtubeyJM pic.twitter.com/gB17nD7BFk;POSITIVO
Vamos presidente, adelante !!!;POSITIVO
VAMOS PRESIDENTE!!!!! Si se puede, si se puede, si se puede #JuntosSomosImparables #JuntosPorElCambio #YoVotoAlGato;POSITIVO
Vamos profe siguiendo el guion de la embajada de EE.UU. chocolatada para los pibes y pibas!!;NEGATIVO
Vamos que se puede!! #AhoraMasQueNunca #JuntosPorElCambio #JuntosSomosImparables;POSITIVO
Vamos http://Argentina.si se puede.el domingo todos a votar. ES AHORA...MM-Pichetto-Vidal.;POSITIVO
Vamos a retroceder cuantos años? Vamos a volver a caer en las mentiras, en la corrupción. A seguir creciendo con planes. Ya baste gente no sean ignorantes, no digo que vayan y voten por Macri pero baste de estas personas que nos robaron todo y vienen por mucho más https://twitter.com/JulianaSoplan/status/1159971658347798528 …;NEGATIVO
